Tract_name,id,total,,Hispanic or Latino,,White,,Black or African American,,American Indian and Alaska Native,,Asian,,Native Hawaiian and Other Pacific Islander,,Other Race,,Two or More Races,Non-White,Black or Hispanic
Census Tract 8046.09,8046.09,5672,268,0.0472496,3301,0.5819817,139,0.0245063,9,0.0015867,1829,0.3224612,1,0.0001763,9,0.0015867,116,0.0204513,0.4180183,0.0717560
Census Tract 8046.10,8046.1,2320,153,0.0659483,1640,0.7068966,45,0.0193966,6,0.0025862,425,0.1831897,1,0.0004310,5,0.0021552,45,0.0193966,0.2931034,0.0853448
Census Tract 8046.11,8046.11,4359,204,0.0467997,3515,0.8063776,80,0.0183528,5,0.0011471,483,0.1108052,0,0.0000000,3,0.0006882,69,0.0158293,0.1936224,0.0651526
Census Tract 8047.01,8047.01,6837,1277,0.1867778,3185,0.4658476,710,0.1038467,9,0.0013164,1498,0.2191019,0,0.0000000,9,0.0013164,149,0.0217932,0.5341524,0.2906245
Census Tract 8047.05,8047.05,3976,706,0.1775654,2056,0.5171026,322,0.0809859,7,0.0017606,808,0.2032193,0,0.0000000,6,0.0015091,71,0.0178571,0.4828974,0.2585513
Census Tract 8047.06,8047.06,2472,193,0.0780744,1844,0.7459547,57,0.0230583,5,0.0020227,329,0.1330906,0,0.0000000,2,0.0008091,42,0.0169903,0.2540453,0.1011327
Census Tract 8047.09,8047.09,6510,1049,0.1611367,3679,0.5651306,358,0.0549923,6,0.0009217,1248,0.1917051,1,0.0001536,7,0.0010753,162,0.0248848,0.4348694,0.2161290
Census Tract 8047.10,8047.1,4350,439,0.1009195,3209,0.7377011,141,0.0324138,3,0.0006897,459,0.1055172,0,0.0000000,9,0.0020690,90,0.0206897,0.2622989,0.1333333
Census Tract 8047.11,8047.11,7442,1613,0.2167428,3178,0.4270357,613,0.0823703,8,0.0010750,1809,0.2430798,7,0.0009406,18,0.0024187,196,0.0263370,0.5729643,0.2991131
Census Tract 8047.12,8047.12,5392,572,0.1060831,3542,0.6568991,243,0.0450668,9,0.0016691,917,0.1700668,1,0.0001855,20,0.0037092,88,0.0163205,0.3431009,0.1511499
Census Tract 8047.13,8047.13,4694,438,0.0933106,2514,0.5355773,240,0.0511291,19,0.0040477,1387,0.2954836,0,0.0000000,6,0.0012782,90,0.0191734,0.4644227,0.1444397
Census Tract 8047.14,8047.14,3480,418,0.1201149,2470,0.7097701,120,0.0344828,2,0.0005747,398,0.1143678,0,0.0000000,9,0.0025862,63,0.0181034,0.2902299,0.1545977
Census Tract 8047.15,8047.15,3292,1187,0.3605711,977,0.2967801,231,0.0701701,3,0.0009113,833,0.2530377,0,0.0000000,4,0.0012151,57,0.0173147,0.7032199,0.4307412
Census Tract 8047.16,8047.16,5490,1055,0.1921676,2451,0.4464481,186,0.0338798,0,0.0000000,1670,0.3041894,0,0.0000000,7,0.0012750,121,0.0220401,0.5535519,0.2260474
Census Tract 8048.03,8048.03,5392,464,0.0860534,3818,0.7080861,158,0.0293027,11,0.0020401,872,0.1617211,1,0.0001855,0,0.0000000,68,0.0126113,0.2919139,0.1153561
Census Tract 8048.04,8048.04,6537,1199,0.1834175,3883,0.5940034,252,0.0385498,6,0.0009179,1067,0.1632247,5,0.0007649,7,0.0010708,118,0.0180511,0.4059966,0.2219673
Census Tract 8048.05,8048.05,6911,819,0.1185067,4790,0.6930980,229,0.0331356,14,0.0020258,862,0.1247287,1,0.0001447,5,0.0007235,191,0.0276371,0.3069020,0.1516423
Census Tract 8048.06,8048.06,3751,1073,0.2860571,1729,0.4609437,335,0.0893095,5,0.0013330,532,0.1418288,2,0.0005332,4,0.0010664,71,0.0189283,0.5390563,0.3753666
Census Tract 8048.07,8048.07,5172,589,0.1138824,3687,0.7128770,173,0.0334493,7,0.0013534,599,0.1158159,0,0.0000000,3,0.0005800,114,0.0220418,0.2871230,0.1473318
Census Tract 8048.08,8048.08,2533,166,0.0655349,2146,0.8472167,19,0.0075010,2,0.0007896,174,0.0686932,0,0.0000000,0,0.0000000,26,0.0102645,0.1527833,0.0730359
Census Tract 8048.09,8048.09,4224,252,0.0596591,3438,0.8139205,78,0.0184659,4,0.0009470,394,0.0932765,0,0.0000000,0,0.0000000,58,0.0137311,0.1860795,0.0781250
Census Tract 8048.10,8048.1,6949,647,0.0931069,4832,0.6953518,290,0.0417326,6,0.0008634,1039,0.1495179,0,0.0000000,24,0.0034537,111,0.0159735,0.3046482,0.1348395
Census Tract 8049.01,8049.01,6648,358,0.0538508,5697,0.8569495,70,0.0105295,5,0.0007521,392,0.0589651,3,0.0004513,8,0.0012034,115,0.0172984,0.1430505,0.0643803
Census Tract 8049.02,8049.02,5523,429,0.0776752,4183,0.7573782,61,0.0110447,3,0.0005432,729,0.1319935,0,0.0000000,12,0.0021727,106,0.0191925,0.2426218,0.0887199
Census Tract 8050.01,8050.01,4694,210,0.0447380,4218,0.8985939,18,0.0038347,2,0.0004261,197,0.0419685,0,0.0000000,3,0.0006391,46,0.0097997,0.1014061,0.0485726
Census Tract 8050.02,8050.02,6941,1388,0.1999712,3945,0.5683619,282,0.0406282,9,0.0012966,1204,0.1734620,0,0.0000000,12,0.0017289,101,0.0145512,0.4316381,0.2405993
Census Tract 8051.05,8051.05,7356,3630,0.4934747,2778,0.3776509,216,0.0293638,4,0.0005438,620,0.0842849,4,0.0005438,18,0.0024470,86,0.0116911,0.6223491,0.5228385
Census Tract 8051.06,8051.06,2718,96,0.0353201,2332,0.8579838,42,0.0154525,5,0.0018396,205,0.0754231,1,0.0003679,5,0.0018396,32,0.0117734,0.1420162,0.0507726
Census Tract 8051.07,8051.07,6460,2195,0.3397833,2868,0.4439628,321,0.0496904,5,0.0007740,980,0.1517028,2,0.0003096,17,0.0026316,72,0.0111455,0.5560372,0.3894737
Census Tract 8051.08,8051.08,6699,2134,0.3185550,2752,0.4108076,320,0.0477683,12,0.0017913,1349,0.2013733,0,0.0000000,9,0.0013435,123,0.0183609,0.5891924,0.3663233
Census Tract 8051.09,8051.09,4359,181,0.0415233,3720,0.8534067,56,0.0128470,0,0.0000000,370,0.0848819,0,0.0000000,0,0.0000000,32,0.0073411,0.1465933,0.0543703
Census Tract 8051.10,8051.1,4220,125,0.0296209,3744,0.8872038,25,0.0059242,0,0.0000000,288,0.0682464,0,0.0000000,9,0.0021327,29,0.0068720,0.1127962,0.0355450
Census Tract 8051.11,8051.11,7027,1760,0.2504625,3602,0.5125943,354,0.0503771,6,0.0008538,1160,0.1650776,4,0.0005692,15,0.0021346,126,0.0179308,0.4874057,0.3008396
Census Tract 8051.12,8051.12,3558,600,0.1686341,2127,0.5978078,27,0.0075885,8,0.0022485,736,0.2068578,2,0.0005621,6,0.0016863,52,0.0146150,0.4021922,0.1762226
Census Tract 8052.01,8052.01,3406,170,0.0499119,2337,0.6861421,44,0.0129184,0,0.0000000,796,0.2337052,1,0.0002936,1,0.0002936,57,0.0167352,0.3138579,0.0628303
Census Tract 8052.02,8052.02,4028,225,0.0558590,3001,0.7450348,82,0.0203575,0,0.0000000,655,0.1626117,1,0.0002483,3,0.0007448,61,0.0151440,0.2549652,0.0762165
Census Tract 8053.01,8053.01,3496,234,0.0669336,2053,0.5872426,83,0.0237414,4,0.0011442,1042,0.2980549,0,0.0000000,4,0.0011442,76,0.0217391,0.4127574,0.0906751
Census Tract 8053.02,8053.02,3602,210,0.0583009,2246,0.6235425,45,0.0124931,4,0.0011105,1031,0.2862299,2,0.0005552,1,0.0002776,63,0.0174903,0.3764575,0.0707940
Census Tract 8054.01,8054.01,3841,322,0.0838323,3134,0.8159334,23,0.0059880,7,0.0018224,287,0.0747201,1,0.0002603,1,0.0002603,66,0.0171830,0.1840666,0.0898204
Census Tract 8054.02,8054.02,5095,292,0.0573111,4120,0.8086359,20,0.0039254,2,0.0003925,593,0.1163886,0,0.0000000,2,0.0003925,66,0.0129539,0.1913641,0.0612365
Census Tract 8055.01,8055.01,3400,150,0.0441176,3110,0.9147059,10,0.0029412,1,0.0002941,103,0.0302941,0,0.0000000,2,0.0005882,24,0.0070588,0.0852941,0.0470588
Census Tract 8055.02,8055.02,3888,143,0.0367798,3607,0.9277263,23,0.0059156,6,0.0015432,63,0.0162037,0,0.0000000,8,0.0020576,38,0.0097737,0.0722737,0.0426955
Census Tract 8056,8056,4511,155,0.0343605,4216,0.9346043,12,0.0026602,1,0.0002217,84,0.0186211,0,0.0000000,5,0.0011084,38,0.0084239,0.0653957,0.0370206
Census Tract 8057.01,8057.01,5074,184,0.0362633,4747,0.9355538,12,0.0023650,0,0.0000000,86,0.0169492,0,0.0000000,5,0.0009854,40,0.0078833,0.0644462,0.0386283
Census Tract 8057.02,8057.02,2015,108,0.0535980,1786,0.8863524,4,0.0019851,1,0.0004963,87,0.0431762,3,0.0014888,0,0.0000000,26,0.0129032,0.1136476,0.0555831
Census Tract 8058.01,8058.01,2400,71,0.0295833,2214,0.9225000,3,0.0012500,2,0.0008333,80,0.0333333,0,0.0000000,0,0.0000000,30,0.0125000,0.0775000,0.0308333
Census Tract 8058.02,8058.02,4926,236,0.0479091,4459,0.9051969,22,0.0044661,2,0.0004060,167,0.0339017,0,0.0000000,1,0.0002030,39,0.0079172,0.0948031,0.0523752
Census Tract 8059.01,8059.01,3834,362,0.0944184,3074,0.8017736,77,0.0200835,2,0.0005216,274,0.0714658,1,0.0002608,7,0.0018258,37,0.0096505,0.1982264,0.1145018
Census Tract 8059.02,8059.02,6449,393,0.0609397,5165,0.8008994,51,0.0079082,4,0.0006203,716,0.1110250,0,0.0000000,7,0.0010854,113,0.0175221,0.1991006,0.0688479
Census Tract 8060.01,8060.01,5812,862,0.1483138,2667,0.4588782,228,0.0392292,5,0.0008603,1872,0.3220922,1,0.0001721,19,0.0032691,158,0.0271851,0.5411218,0.1875430
Census Tract 8060.02,8060.02,7550,865,0.1145695,3593,0.4758940,353,0.0467550,10,0.0013245,2369,0.3137748,4,0.0005298,10,0.0013245,346,0.0458278,0.5241060,0.1613245
Census Tract 8060.03,8060.03,8109,1101,0.1357751,3029,0.3735356,351,0.0432852,12,0.0014798,3351,0.4132445,0,0.0000000,38,0.0046862,227,0.0279936,0.6264644,0.1790603
Census Tract 8060.04,8060.04,7604,1190,0.1564966,4347,0.5716728,188,0.0247238,9,0.0011836,1699,0.2234350,0,0.0000000,23,0.0030247,148,0.0194634,0.4283272,0.1812204
Census Tract 8061.02,8061.02,3973,522,0.1313869,2840,0.7148251,98,0.0246665,11,0.0027687,438,0.1102441,0,0.0000000,2,0.0005034,62,0.0156053,0.2851749,0.1560534
Census Tract 8061.03,8061.03,5238,609,0.1162658,3808,0.7269950,53,0.0101184,0,0.0000000,678,0.1294387,2,0.0003818,12,0.0022910,76,0.0145094,0.2730050,0.1263841
Census Tract 8061.04,8061.04,4206,635,0.1509748,2063,0.4904898,478,0.1136472,5,0.0011888,871,0.2070851,0,0.0000000,7,0.0016643,147,0.0349501,0.5095102,0.2646220
Census Tract 8062.01,8062.01,4196,765,0.1823165,2834,0.6754051,111,0.0264538,6,0.0014299,419,0.0998570,0,0.0000000,9,0.0021449,52,0.0123928,0.3245949,0.2087703
Census Tract 8062.02,8062.02,4550,356,0.0782418,3801,0.8353846,101,0.0221978,4,0.0008791,236,0.0518681,0,0.0000000,3,0.0006593,49,0.0107692,0.1646154,0.1004396
Census Tract 8063,8063,4960,843,0.1699597,3776,0.7612903,50,0.0100806,6,0.0012097,199,0.0401210,1,0.0002016,2,0.0004032,83,0.0167339,0.2387097,0.1800403
Census Tract 8064,8064,2494,408,0.1635926,1908,0.7650361,26,0.0104250,0,0.0000000,114,0.0457097,0,0.0000000,3,0.0012029,35,0.0140337,0.2349639,0.1740176
Census Tract 8065.01,8065.01,2773,1169,0.4215651,848,0.3058060,106,0.0382257,3,0.0010819,574,0.2069960,1,0.0003606,4,0.0014425,68,0.0245222,0.6941940,0.4597908
Census Tract 8065.02,8065.02,4205,1383,0.3288942,2424,0.5764566,41,0.0097503,9,0.0021403,280,0.0665874,0,0.0000000,10,0.0023781,58,0.0137931,0.4235434,0.3386445
Census Tract 8066,8066,3490,710,0.2034384,2376,0.6808023,27,0.0077364,2,0.0005731,322,0.0922636,1,0.0002865,15,0.0042980,37,0.0106017,0.3191977,0.2111748
Census Tract 8067,8067,4409,229,0.0519392,3250,0.7371286,312,0.0707643,4,0.0009072,521,0.1181674,1,0.0002268,7,0.0015877,85,0.0192787,0.2628714,0.1227036
Census Tract 8068.01,8068.01,4225,245,0.0579882,2590,0.6130178,222,0.0525444,7,0.0016568,1047,0.2478107,2,0.0004734,7,0.0016568,105,0.0248521,0.3869822,0.1105325
Census Tract 8068.02,8068.02,3300,256,0.0775758,1922,0.5824242,265,0.0803030,0,0.0000000,792,0.2400000,3,0.0009091,9,0.0027273,53,0.0160606,0.4175758,0.1578788
Census Tract 8069,8069,4713,393,0.0833864,2528,0.5363887,170,0.0360704,0,0.0000000,1513,0.3210269,0,0.0000000,6,0.0012731,103,0.0218544,0.4636113,0.1194568
Census Tract 8070,8070,5736,675,0.1176778,2721,0.4743724,542,0.0944909,8,0.0013947,1555,0.2710948,0,0.0000000,25,0.0043584,210,0.0366109,0.5256276,0.2121688
Census Tract 8071,8071,3817,283,0.0741420,2619,0.6861409,434,0.1137019,2,0.0005240,357,0.0935289,1,0.0002620,27,0.0070736,94,0.0246267,0.3138591,0.1878439
Census Tract 8072,8072,5912,540,0.0913396,3093,0.5231732,682,0.1153586,3,0.0005074,1438,0.2432341,3,0.0005074,8,0.0013532,145,0.0245264,0.4768268,0.2066982
Census Tract 8073,8073,7191,596,0.0828814,3665,0.5096649,469,0.0652204,6,0.0008344,2218,0.3084411,0,0.0000000,15,0.0020859,222,0.0308719,0.4903351,0.1481018
Census Tract 8074,8074,6518,775,0.1189015,3343,0.5128874,565,0.0866830,11,0.0016876,1540,0.2362688,0,0.0000000,40,0.0061369,244,0.0374348,0.4871126,0.2055845
Census Tract 8075,8075,3189,259,0.0812167,1715,0.5377861,130,0.0407651,1,0.0003136,977,0.3063656,0,0.0000000,7,0.0021950,100,0.0313578,0.4622139,0.1219818
Census Tract 8076,8076,6540,677,0.1035168,3056,0.4672783,355,0.0542813,16,0.0024465,2192,0.3351682,3,0.0004587,12,0.0018349,229,0.0350153,0.5327217,0.1577982
Census Tract 8077,8077,5933,502,0.0846115,3388,0.5710433,345,0.0581493,4,0.0006742,1501,0.2529917,0,0.0000000,8,0.0013484,185,0.0311815,0.4289567,0.1427608
Census Tract 8078,8078,2624,254,0.0967988,1693,0.6451982,30,0.0114329,7,0.0026677,588,0.2240854,0,0.0000000,13,0.0049543,39,0.0148628,0.3548018,0.1082317
Census Tract 8079,8079,4074,258,0.0633284,2848,0.6990673,23,0.0056456,2,0.0004909,862,0.2115857,0,0.0000000,15,0.0036819,66,0.0162003,0.3009327,0.0689740
Census Tract 8080.01,8080.01,3646,226,0.0619857,2175,0.5965442,35,0.0095996,2,0.0005485,1102,0.3022490,0,0.0000000,5,0.0013714,101,0.0277016,0.4034558,0.0715853
Census Tract 8080.02,8080.02,4870,375,0.0770021,2915,0.5985626,71,0.0145791,2,0.0004107,1374,0.2821355,0,0.0000000,14,0.0028747,119,0.0244353,0.4014374,0.0915811
Census Tract 8081,8081,3931,248,0.0630883,3304,0.8404986,51,0.0129738,1,0.0002544,299,0.0760621,0,0.0000000,2,0.0005088,26,0.0066141,0.1595014,0.0760621
Census Tract 8082,8082,5196,340,0.0654349,3478,0.6693610,69,0.0132794,1,0.0001925,1178,0.2267129,0,0.0000000,15,0.0028868,115,0.0221324,0.3306390,0.0787144
Census Tract 8083.01,8083.01,5625,359,0.0638222,3471,0.6170667,66,0.0117333,8,0.0014222,1608,0.2858667,1,0.0001778,6,0.0010667,106,0.0188444,0.3829333,0.0755556
Census Tract 8083.02,8083.02,3934,289,0.0734621,2302,0.5851551,84,0.0213523,4,0.0010168,1134,0.2882562,5,0.0012710,7,0.0017794,109,0.0277072,0.4148449,0.0948144
Census Tract 8084,8084,4411,297,0.0673317,2700,0.6121061,60,0.0136024,3,0.0006801,1253,0.2840626,0,0.0000000,5,0.0011335,93,0.0210837,0.3878939,0.0809340
Census Tract 8085,8085,4073,294,0.0721827,2693,0.6611834,39,0.0095753,11,0.0027007,952,0.2337343,1,0.0002455,6,0.0014731,77,0.0189050,0.3388166,0.0817579
Census Tract 8086,8086,2015,115,0.0570720,1771,0.8789082,13,0.0064516,2,0.0009926,87,0.0431762,2,0.0009926,2,0.0009926,23,0.0114144,0.1210918,0.0635236
Census Tract 8087.02,8087.02,5504,387,0.0703125,3387,0.6153706,230,0.0417878,1,0.0001817,1309,0.2378270,1,0.0001817,10,0.0018169,179,0.0325218,0.3846294,0.1121003
Census Tract 8088,8088,3955,122,0.0308470,3288,0.8313527,111,0.0280657,1,0.0002528,314,0.0793932,1,0.0002528,11,0.0027813,107,0.0270544,0.1686473,0.0589128
Census Tract 8089,8089,4101,144,0.0351134,3590,0.8753962,91,0.0221897,6,0.0014631,139,0.0338942,1,0.0002438,19,0.0046330,111,0.0270666,0.1246038,0.0573031
Census Tract 8090,8090,3976,110,0.0276660,3582,0.9009054,78,0.0196177,0,0.0000000,115,0.0289235,0,0.0000000,13,0.0032696,78,0.0196177,0.0990946,0.0472837
Census Tract 8091,8091,3387,76,0.0224387,2965,0.8754060,136,0.0401535,0,0.0000000,119,0.0351343,1,0.0002952,10,0.0029525,80,0.0236197,0.1245940,0.0625923
Census Tract 8092,8092,4611,929,0.2014747,461,0.0999783,2952,0.6402082,11,0.0023856,82,0.0177836,0,0.0000000,40,0.0086749,136,0.0294947,0.9000217,0.8416829
Census Tract 8093,8093,4816,264,0.0548173,3207,0.6659053,375,0.0778654,8,0.0016611,821,0.1704734,0,0.0000000,10,0.0020764,131,0.0272010,0.3340947,0.1326827
Census Tract 8094,8094,5804,311,0.0535837,3868,0.6664369,267,0.0460028,5,0.0008615,1220,0.2101999,1,0.0001723,7,0.0012061,125,0.0215369,0.3335631,0.0995865
Census Tract 8095,8095,3670,176,0.0479564,2658,0.7242507,299,0.0814714,3,0.0008174,452,0.1231608,0,0.0000000,6,0.0016349,76,0.0207084,0.2757493,0.1294278
Census Tract 8096,8096,3301,547,0.1657074,1103,0.3341412,1353,0.4098758,6,0.0018176,139,0.0421085,0,0.0000000,24,0.0072705,129,0.0390791,0.6658588,0.5755832
Census Tract 8097,8097,3649,786,0.2154015,1354,0.3710606,1257,0.3444779,3,0.0008221,96,0.0263086,0,0.0000000,15,0.0041107,138,0.0378186,0.6289394,0.5598794
Census Tract 8098,8098,2717,149,0.0548399,2036,0.7493559,273,0.1004785,9,0.0033125,144,0.0529996,1,0.0003681,7,0.0025764,98,0.0360692,0.2506441,0.1553184
Census Tract 8099,8099,2855,114,0.0399299,2329,0.8157618,142,0.0497373,9,0.0031524,191,0.0669002,0,0.0000000,2,0.0007005,68,0.0238179,0.1842382,0.0896673
Census Tract 8100,8100,4896,268,0.0547386,3794,0.7749183,282,0.0575980,9,0.0018382,333,0.0680147,3,0.0006127,7,0.0014297,200,0.0408497,0.2250817,0.1123366
Census Tract 8101,8101,4253,477,0.1121561,2670,0.6277921,687,0.1615330,4,0.0009405,260,0.0611333,2,0.0004703,12,0.0028215,141,0.0331531,0.3722079,0.2736892
Census Tract 8102,8102,5739,821,0.1430563,2042,0.3558111,2297,0.4002439,10,0.0017425,306,0.0533194,1,0.0001742,39,0.0067956,223,0.0388569,0.6441889,0.5433002
Census Tract 8103.01,8103.01,4002,767,0.1916542,1518,0.3793103,1332,0.3328336,5,0.0012494,214,0.0534733,1,0.0002499,18,0.0044978,147,0.0367316,0.6206897,0.5244878
Census Tract 8103.02,8103.02,3250,291,0.0895385,1699,0.5227692,977,0.3006154,6,0.0018462,101,0.0310769,0,0.0000000,30,0.0092308,146,0.0449231,0.4772308,0.3901538
Census Tract 8104,8104,5350,311,0.0581308,4822,0.9013084,9,0.0016822,1,0.0001869,158,0.0295327,1,0.0001869,5,0.0009346,43,0.0080374,0.0986916,0.0598131
Census Tract 8105.01,8105.01,5049,353,0.0699148,4535,0.8981977,2,0.0003961,4,0.0007922,130,0.0257477,0,0.0000000,7,0.0013864,18,0.0035651,0.1018023,0.0703110
Census Tract 8105.02,8105.02,5164,516,0.0999225,4321,0.8367545,31,0.0060031,6,0.0011619,241,0.0466692,1,0.0001936,3,0.0005809,45,0.0087142,0.1632455,0.1059256
Census Tract 8106,8106,4717,703,0.1490354,3514,0.7449650,47,0.0099640,9,0.0019080,359,0.0761077,1,0.0002120,5,0.0010600,79,0.0167479,0.2550350,0.1589994
Census Tract 8107.01,8107.01,4916,1352,0.2750203,3410,0.6936534,40,0.0081367,5,0.0010171,55,0.0111880,1,0.0002034,8,0.0016273,45,0.0091538,0.3063466,0.2831570
Census Tract 8107.02,8107.02,3918,929,0.2371108,2725,0.6955079,147,0.0375191,7,0.0017866,72,0.0183767,0,0.0000000,5,0.0012762,33,0.0084227,0.3044921,0.2746299
Census Tract 8108,8108,5324,1042,0.1957175,4095,0.7691585,18,0.0033809,1,0.0001878,126,0.0236664,0,0.0000000,7,0.0013148,35,0.0065740,0.2308415,0.1990984
Census Tract 8109,8109,6429,1797,0.2795147,4242,0.6598227,145,0.0225541,6,0.0009333,181,0.0281537,0,0.0000000,0,0.0000000,58,0.0090216,0.3401773,0.3020688
Census Tract 8110,8110,4296,609,0.1417598,3457,0.8047020,48,0.0111732,5,0.0011639,136,0.0316574,0,0.0000000,1,0.0002328,40,0.0093110,0.1952980,0.1529330
Census Tract 8111,8111,6520,1125,0.1725460,5111,0.7838957,102,0.0156442,18,0.0027607,114,0.0174847,4,0.0006135,4,0.0006135,42,0.0064417,0.2161043,0.1881902
Census Tract 8112,8112,5270,1265,0.2400380,3741,0.7098672,47,0.0089184,0,0.0000000,146,0.0277040,0,0.0000000,11,0.0020873,60,0.0113852,0.2901328,0.2489564
Census Tract 8113.01,8113.01,4845,2644,0.5457172,1795,0.3704850,218,0.0449948,12,0.0024768,128,0.0264190,0,0.0000000,0,0.0000000,48,0.0099071,0.6295150,0.5907121
Census Tract 8113.02,8113.02,3778,2449,0.6482266,880,0.2329275,323,0.0854950,10,0.0026469,92,0.0243515,0,0.0000000,2,0.0005294,22,0.0058232,0.7670725,0.7337215
Census Tract 8114.01,8114.01,4842,2089,0.4314333,2544,0.5254027,37,0.0076415,18,0.0037175,120,0.0247831,0,0.0000000,1,0.0002065,33,0.0068154,0.4745973,0.4390748
Census Tract 8114.02,8114.02,4433,1834,0.4137153,2263,0.5104895,69,0.0155651,4,0.0009023,231,0.0521092,1,0.0002256,6,0.0013535,25,0.0056395,0.4895105,0.4292804
Census Tract 8115,8115,5895,2114,0.3586090,3576,0.6066158,23,0.0039016,3,0.0005089,135,0.0229008,0,0.0000000,5,0.0008482,39,0.0066158,0.3933842,0.3625106
Census Tract 8116,8116,6213,1562,0.2514083,4163,0.6700467,95,0.0152905,8,0.0012876,330,0.0531144,0,0.0000000,9,0.0014486,46,0.0074038,0.3299533,0.2666989
Census Tract 8117.01,8117.01,3858,2627,0.6809228,1019,0.2641265,30,0.0077760,3,0.0007776,135,0.0349922,9,0.0023328,0,0.0000000,35,0.0090721,0.7358735,0.6886988
Census Tract 8117.02,8117.02,5124,2656,0.5183450,2049,0.3998829,191,0.0372756,13,0.0025371,178,0.0347385,0,0.0000000,7,0.0013661,30,0.0058548,0.6001171,0.5556206
Census Tract 8118,8118,5399,2512,0.4652713,2665,0.4936099,54,0.0100019,2,0.0003704,119,0.0220411,3,0.0005557,10,0.0018522,34,0.0062975,0.5063901,0.4752732
Census Tract 8119,8119,5738,411,0.0716277,4557,0.7941792,409,0.0712792,0,0.0000000,252,0.0439177,2,0.0003486,22,0.0038341,85,0.0148135,0.2058208,0.1429069
Census Tract 8120,8120,5434,259,0.0476629,4493,0.8268311,324,0.0596246,4,0.0007361,253,0.0465587,0,0.0000000,16,0.0029444,85,0.0156423,0.1731689,0.1072874
Census Tract 8121,8121,4560,261,0.0572368,2531,0.5550439,1423,0.3120614,9,0.0019737,147,0.0322368,0,0.0000000,20,0.0043860,169,0.0370614,0.4449561,0.3692982
Census Tract 8122,8122,3942,190,0.0481989,2977,0.7552004,502,0.1273465,1,0.0002537,157,0.0398275,0,0.0000000,12,0.0030441,103,0.0261289,0.2447996,0.1755454
Census Tract 8123.01,8123.01,3972,277,0.0697382,2533,0.6377140,699,0.1759819,1,0.0002518,382,0.0961732,0,0.0000000,5,0.0012588,75,0.0188822,0.3622860,0.2457200
Census Tract 8123.02,8123.02,2818,197,0.0699077,2008,0.7125621,422,0.1497516,1,0.0003549,119,0.0422285,1,0.0003549,8,0.0028389,62,0.0220014,0.2874379,0.2196593
Census Tract 8124,8124,3491,137,0.0392438,2915,0.8350043,241,0.0690347,1,0.0002865,114,0.0326554,0,0.0000000,5,0.0014323,78,0.0223432,0.1649957,0.1082784
Census Tract 8125,8125,3375,192,0.0568889,1790,0.5303704,1158,0.3431111,8,0.0023704,109,0.0322963,1,0.0002963,4,0.0011852,113,0.0334815,0.4696296,0.4000000
Census Tract 8126,8126,3706,282,0.0760928,1870,0.5045872,1276,0.3443065,7,0.0018888,145,0.0391257,2,0.0005397,22,0.0059363,102,0.0275229,0.4954128,0.4203994
Census Tract 8127,8127,3216,211,0.0656095,2062,0.6411692,632,0.1965174,5,0.0015547,197,0.0612562,2,0.0006219,11,0.0034204,96,0.0298507,0.3588308,0.2621269
Census Tract 8128.01,8128.01,2943,243,0.0825688,1640,0.5572545,773,0.2626572,6,0.0020387,193,0.0655793,4,0.0013592,16,0.0054366,68,0.0231057,0.4427455,0.3452260
Census Tract 8128.02,8128.02,2444,169,0.0691489,1612,0.6595745,456,0.1865794,9,0.0036825,130,0.0531915,1,0.0004092,2,0.0008183,65,0.0265957,0.3404255,0.2557283
Census Tract 8129,8129,4749,270,0.0568541,3517,0.7405770,572,0.1204464,2,0.0004211,189,0.0397979,3,0.0006317,12,0.0025268,184,0.0387450,0.2594230,0.1773005
Census Tract 8130,8130,3873,285,0.0735864,2410,0.6222566,908,0.2344436,7,0.0018074,118,0.0304673,1,0.0002582,16,0.0041312,128,0.0330493,0.3777434,0.3080300
